action,x,y,origin,button,key,micros,note,platform
# popover——GtkBackend 中 capture 階段的探針同時回報了 `pointer entered` 與 `press n=1`,而重放的
# `hitTarget` 正是 popover 自己的 toplevel。它**無法**確立的是**按鈕**有沒有動作,因為它點的是幾何
# 中心,而一個容納兩顆堆疊按鈕的 291x221 popover,其中心可能落在兩者**之間**。
#
# 於是仍有兩個解釋存活,而它們從外部看一模一樣:**A** 按壓抵達 GTK 後在觸及按鈕前遺失——那是我們的
# bug;**B** 按壓落在兩顆按鈕之間——那不是 bug。
#
# 本檔把兩者分開。它沿中心線點**八**個位置。若其中**任何一個**產生 `popover counter N`,答案就是 B,
# 而 #111 最初的觀察從一開始就是一次沒打中的座標。若八個都沒有、而探針對每一個都回報了按壓,
# 答案就是 A,缺陷位於 GTK 從 popover 傳播至其子元件的路徑上。
#
# **是八點,不是四點——2026-09-10 擴充,而原本那四點根本無法回答它們被寫下來要回答的問題。**
# 它們跑的是 30、55、80、105,也就是一個高 221 的 popover 的**上半部**。而該面板是一個含六個子元件
# 的 VStack(一行 16pt 標題、三行 11pt 文字,然後是「press me」,最後是「close this panel」),
# 因此**兩顆按鈕都在 y=105 以下**。一次停在那裡的掃描根本不會碰到任何按鈕,而它的沉默會被讀成
# 「A:按壓在觸及按鈕前遺失」,但誠實的讀法是「這次掃描從未走近任何一顆按鈕」。
#
# 那與本檔自己那段「**要讀探針行**」的警告是同一個缺陷,只是高了一層:它防的是把「沒打中 popover」
# 與「按鈕沒有動作」混為一談,然後自己卻因為選了一個範圍而漏掉「從未抵達按鈕」。
# **一個座標範圍是一項關於涵蓋率的主張**,與分母完全一樣,而它會以完全相同的方式變質或一開始就錯。
#
# **要讀探針行,不要只讀計數器。** 一個完全沒打中 popover 的 y 同樣不會產生計數器,而這兩者絕不可
# 混為一談——那個混淆正是 #111 的全部歷史。下方每一次點擊都應伴隨
# `GtkPopover probe: press n=1 at (145.0, <y>)`;沒有探針行的點擊代表它沒有落上去,對按鈕一事
# 什麼都沒說。
#
# **順序有意義:由上而下。**「close this panel」是**下方**那顆按鈕,按下它會結束本測試,因此掃描
# 必須先抵達「press me」。計數器是累加的,所以若四點中有兩點落在同一顆按鈕上,log 會依序出現
# `popover counter 1` 與 `popover counter 2`——那也是資訊:它說明按鈕有效,而且被按到了兩次。
sleep,,,,,,900000,let the window settle and take focus,windows
move,252,711,frame,,,,move onto the first anchor,windows
sleep,,,,,,200000,let the pointer arrive,windows
click,252,711,frame,left,,,open the first panel -- positive control; writes popover alpha shown,windows
sleep,,,,,,900000,let the popover map and take its grab,windows
move,50,30,popover,,,,sweep point 1 -- near the top of the popover,windows
sleep,,,,,,250000,let the pointer arrive so the press lands on a hovered button,windows
click,50,30,popover,left,,,"sweep point 1; expect a probe press line whether or not the counter moves",windows
sleep,,,,,,400000,let any handler run and the log catch up,windows
move,50,55,popover,,,,sweep point 2,windows
sleep,,,,,,250000,let the pointer arrive,windows
click,50,55,popover,left,,,sweep point 2,windows
sleep,,,,,,400000,let any handler run,windows
move,50,80,popover,,,,sweep point 3,windows
sleep,,,,,,250000,let the pointer arrive,windows
click,50,80,popover,left,,,sweep point 3,windows
sleep,,,,,,400000,let any handler run,windows
move,50,105,popover,,,,sweep point 4 -- still above the lower button on the measured layout,windows
sleep,,,,,,250000,let the pointer arrive,windows
click,50,105,popover,left,,,sweep point 4,windows
sleep,,,,,,400000,let any handler run,windows
move,50,120,popover,,,,sweep point 5 -- first point in the lower half; the four before this one were the whole sweep until 2026-09-10,windows
sleep,,,,,,250000,let the pointer arrive,windows
click,50,120,popover,left,,,sweep point 5,windows
sleep,,,,,,400000,let any handler run,windows
move,50,130,popover,,,,sweep point 6,windows
sleep,,,,,,250000,let the pointer arrive,windows
click,50,130,popover,left,,,sweep point 6,windows
sleep,,,,,,400000,let any handler run,windows
move,50,140,popover,,,,sweep point 7,windows
sleep,,,,,,250000,let the pointer arrive,windows
click,50,140,popover,left,,,sweep point 7,windows
sleep,,,,,,400000,let any handler run,windows
move,50,150,popover,,,,sweep point 8,windows
sleep,,,,,,250000,let the pointer arrive,windows
click,50,150,popover,left,,,sweep point 8,windows
sleep,,,,,,400000,let any handler run,windows
move,50,160,popover,,,,sweep point 9,windows
sleep,,,,,,250000,let the pointer arrive,windows
click,50,160,popover,left,,,sweep point 9,windows
sleep,,,,,,400000,let any handler run,windows
move,50,170,popover,,,,sweep point 10 -- press me sits between here and 180 on the 2026-09-10 layout,windows
sleep,,,,,,250000,let the pointer arrive,windows
click,50,170,popover,left,,,sweep point 10,windows
sleep,,,,,,400000,let any handler run,windows
move,50,180,popover,,,,"sweep point 11 -- MEASURED as close this panel on 2026-09-10: gtk_widget_pick returned GtkButton here and the panel logged closed programmatically. The panel ends at this row, so nothing below it can say anything",windows
sleep,,,,,,250000,let the pointer arrive,windows
click,50,180,popover,left,,,sweep point 11,windows
sleep,,,,,,2000000,hold and let the log catch up,windows
